Referencia,Tipo,Operacion,Provincia,Superficie,Precio-Venta,Fecha-Venta,Vendedor
1615,Oficina,Venta,Girona,64,399488,07/12/2005,Jesus
1616,Oficina,Alquiler,Lleida,126,757260,23/07/2006,Pedro
1617,Piso,Alquiler,Lleida,86,685592,29/04/2006,Pedro
1618,Local,Alquiler,Tarragona,135,990360,03/12/2005,Joaquin
1619,Casa,Alquiler,Girona,222,1477410,06/05/2006,Maria
1620,Parking,Alquiler,Girona,56,375592,20/02/2006,Jesus
1621,Casa,Venta,Girona,286,1658800,27/11/2005,Maria
1622,Industrial,Venta,Tarragona,233,1782683,28/07/2006,Pedro
1623,Industrial,Alquiler,Barcelona,47,286747,10/06/2006,Joaquin
1624,Oficina,Alquiler,Tarragona,59,281548,22/07/2006,Jesus
1625,Oficina,Alquiler,Lleida,73,328646,01/02/2006,Carmen
1626,Local,Venta,Barcelona,188,1209216,14/03/2006,Maria
1627,Parking,Venta,Barcelona,245,1202705,10/12/2005,Jesus
1628,Parking,Venta,Girona,297,2440449,03/08/2006,Carmen
1629,Parking,Alquiler,Lleida,99,942579,03/03/2006,Maria
1630,Suelo,Alquiler,Tarragona,69,349623,06/05/2006,Joaquin
1631,Local,Alquiler,Barcelona,300,1900200,09/12/2005,Pedro
1632,Oficina,Alquiler,Tarragona,48,404352,25/02/2006,Joaquin
1633,Suelo,Venta,Lleida,201,1522977,24/11/2005,Carmen
1634,Industrial,Venta,Girona,92,739864,28/01/2006,Luisa
1635,Piso,Alquiler,Barcelona,250,1669250,04/01/2006,Maria
1636,Suelo,Venta,Girona,224,1448384,20/12/2005,Joaquin
1637,Parking,Venta,Barcelona,112,829808,29/03/2006,Joaquin
1638,Piso,Venta,Girona,184,1156808,26/04/2006,Carmen
1639,Parking,Venta,Lleida,300,2155200,05/08/2006,Jesus
1640,Parking,Alquiler,Tarragona,162,1297134,14/02/2006,Maria
1641,Oficina,Alquiler,Lleida,93,552513,29/01/2006,Pedro
1642,Industrial,Venta,Lleida,276,2667816,16/12/2005,Joaquin
1643,Piso,Alquiler,Tarragona,130,1246050,27/11/2005,Luisa
1644,Local,Venta,Barcelona,269,2384954,12/02/2006,Maria
1645,Casa,Alquiler,Girona,133,958132,04/06/2006,Pedro
1646,Parking,Venta,Girona,184,1147608,29/06/2006,Luisa
1647,Local,Venta,Tarragona,297,2888325,27/11/2005,Pedro
1648,Casa,Venta,Tarragona,118,545986,27/02/2006,Pedro
1649,Local,Venta,Barcelona,119,906780,21/11/2005,Carmen
1650,Casa,Alquiler,Tarragona,57,293037,27/11/2005,Carmen
1651,Parking,Venta,Lleida,77,592823,25/03/2006,Pedro
1652,Casa,Alquiler,Girona,63,601398,01/03/2006,Carmen
1653,Piso,Alquiler,Lleida,159,761928,05/02/2006,Carmen
1654,Oficina,Alquiler,Lleida,137,804327,17/12/2005,Joaquin
1655,Local,Alquiler,Barcelona,82,375232,22/05/2006,Jesus
1656,Oficina,Alquiler,Lleida,79,411669,04/08/2006,Pedro
1657,Casa,Alquiler,Barcelona,89,358670,19/02/2006,Luisa
1658,Parking,Alquiler,Barcelona,232,1643256,22/02/2006,Maria
1659,Suelo,Alquiler,Barcelona,221,1069640,01/06/2006,Joaquin
1660,Suelo,Alquiler,Lleida,212,1926868,24/11/2005,Carmen
1661,Oficina,Venta,Barcelona,58,509356,20/05/2006,Luisa
1662,Piso,Venta,Lleida,167,1423007,08/04/2006,Carmen
1663,Parking,Alquiler,Barcelona,224,986048,10/02/2006,Maria
1664,Oficina,Venta,Girona,272,2233120,13/12/2005,Luisa
1665,Industrial,Alquiler,Lleida,238,2275994,15/06/2006,Joaquin
1666,Oficina,Alquiler,Lleida,69,442635,15/06/2006,Maria
1667,Local,Venta,Barcelona,209,843106,24/01/2006,Maria
1668,Oficina,Alquiler,Lleida,103,872204,26/11/2005,Maria
1669,Oficina,Alquiler,Girona,203,1933372,31/01/2006,Jesus
1670,Local,Venta,Tarragona,263,1499889,08/08/2006,Pedro
1671,Industrial,Venta,Tarragona,236,1707224,05/02/2006,Pedro
1672,Oficina,Venta,Girona,227,1789214,02/12/2005,Joaquin
1673,Industrial,Venta,Lleida,223,1509710,11/01/2006,Jesus
1674,Casa,Venta,Girona,242,2290046,24/01/2006,Maria
1675,Piso,Alquiler,Tarragona,216,2045304,09/04/2006,Jesus
1676,Oficina,Venta,Tarragona,239,2181353,15/06/2006,Maria
1677,Industrial,Venta,Lleida,300,2625600,08/01/2006,Maria
1678,Oficina,Venta,Lleida,48,474864,11/02/2006,Luisa
1679,Oficina,Venta,Barcelona,91,663845,07/04/2006,Maria
1680,Piso,Alquiler,Lleida,70,615440,01/04/2006,Jesus
1681,Casa,Venta,Girona,284,1459192,02/07/2006,Maria
1682,Casa,Alquiler,Girona,265,1441070,04/08/2006,Jesus
1683,Suelo,Venta,Tarragona,101,552773,28/11/2005,Luisa
1684,Industrial,Alquiler,Girona,224,1932448,03/02/2006,Carmen
1685,Piso,Alquiler,Barcelona,254,1191260,27/07/2006,Pedro
1686,Piso,Venta,Lleida,97,765815,15/07/2006,Maria
1687,Parking,Alquiler,Girona,82,700854,22/04/2006,Maria
1688,Piso,Alquiler,Lleida,252,1923516,23/05/2006,Pedro
1689,Piso,Alquiler,Girona,108,581580,04/08/2006,Carmen
1690,Parking,Venta,Girona,142,681884,12/06/2006,Carmen
1691,Casa,Venta,Tarragona,139,785628,10/01/2006,Jesus
1692,Local,Venta,Lleida,78,391950,14/03/2006,Jesus
1693,Suelo,Venta,Lleida,233,2171327,09/01/2006,Jesus
1694,Local,Venta,Girona,275,1826825,14/05/2006,Jesus
1695,Casa,Alquiler,Girona,248,1234048,28/02/2006,Jesus
1696,Industrial,Venta,Barcelona,158,1473982,29/08/2006,Carmen
1697,Industrial,Venta,Girona,116,1143412,03/07/2006,Maria
1698,Industrial,Alquiler,Barcelona,213,1333593,06/04/2006,Jesus
1699,Industrial,Alquiler,Barcelona,202,1558430,26/01/2006,Jesus
1700,Parking,Venta,Barcelona,163,1150128,18/03/2006,Joaquin
1701,Piso,Venta,Barcelona,245,1517285,07/05/2006,Luisa
1702,Industrial,Alquiler,Lleida,198,840312,27/05/2006,Pedro
1703,Industrial,Venta,Lleida,288,2171520,28/08/2006,Carmen
1704,Industrial,Venta,Barcelona,161,827057,05/05/2006,Maria
1705,Local,Alquiler,Tarragona,170,1429020,14/12/2005,Pedro
1706,Industrial,Alquiler,Tarragona,261,2026404,05/02/2006,Carmen
1707,Piso,Alquiler,Tarragona,99,938916,04/09/2006,Pedro
1708,Casa,Alquiler,Tarragona,205,1762180,14/05/2006,Jesus
1709,Parking,Alquiler,Barcelona,173,842683,30/01/2006,Joaquin
1710,Local,Venta,Barcelona,272,2074000,14/08/2006,Joaquin
1711,Local,Venta,Barcelona,299,1424436,17/01/2006,Carmen
1712,Parking,Alquiler,Lleida,115,907580,11/07/2006,Carmen
1713,Piso,Venta,Girona,201,1333434,17/02/2006,Maria
1714,Suelo,Venta,Barcelona,129,617652,03/09/2006,Joaquin
1715,Industrial,Alquiler,Tarragona,100,526800,29/04/2006,Joaquin
1716,Oficina,Venta,Tarragona,187,1031305,17/02/2006,Joaquin
1717,Parking,Alquiler,Tarragona,153,824517,31/05/2006,Maria
1718,Local,Venta,Barcelona,218,1911424,22/07/2006,Carmen
1719,Industrial,Venta,Lleida,121,747659,08/03/2006,Pedro
1720,Local,Venta,Barcelona,254,1668526,29/12/2005,Carmen
1721,Oficina,Alquiler,Lleida,173,994750,02/09/2006,Joaquin
1722,Piso,Alquiler,Tarragona,250,2478000,27/04/2006,Carmen
1723,Oficina,Alquiler,Lleida,142,1201462,06/08/2006,Jesus
1724,Parking,Venta,Tarragona,270,1798470,02/03/2006,Joaquin
1725,Local,Alquiler,Barcelona,145,943805,17/05/2006,Luisa
1726,Oficina,Alquiler,Lleida,194,1931658,14/12/2005,Jesus
1727,Industrial,Venta,Tarragona,271,2028164,07/01/2006,Maria
1728,Piso,Alquiler,Tarragona,240,1602720,03/06/2006,Joaquin
1729,Suelo,Venta,Tarragona,185,1230990,19/05/2006,Jesus
1730,Oficina,Venta,Tarragona,194,1490114,18/12/2005,Luisa
1731,Parking,Venta,Tarragona,223,2143922,20/04/2006,Jesus
1732,Oficina,Venta,Barcelona,66,415866,19/07/2006,Maria
1733,Industrial,Venta,Barcelona,140,864080,08/02/2006,Carmen
1734,Oficina,Alquiler,Barcelona,223,974956,23/07/2006,Luisa
1735,Parking,Alquiler,Girona,258,1430352,14/01/2006,Maria
1736,Industrial,Alquiler,Tarragona,176,1043856,25/05/2006,Jesus
1737,Piso,Venta,Barcelona,94,707914,07/05/2006,Jesus
1738,Casa,Alquiler,Tarragona,153,948600,30/03/2006,Jesus
1739,Local,Alquiler,Girona,91,838292,16/04/2006,Pedro
1740,Local,Venta,Tarragona,145,598705,17/12/2005,Maria
1741,Oficina,Venta,Tarragona,79,441373,02/02/2006,Carmen
1742,Parking,Venta,Girona,70,428190,20/02/2006,Jesus
1743,Casa,Venta,Girona,292,2630336,08/01/2006,Joaquin
1744,Piso,Venta,Tarragona,51,425646,18/12/2005,Luisa
1745,Casa,Venta,Tarragona,132,641520,04/04/2006,Joaquin
1746,Parking,Alquiler,Barcelona,193,1540140,08/08/2006,Jesus
1747,Piso,Alquiler,Girona,240,2183760,27/01/2006,Jesus
1748,Piso,Alquiler,Barcelona,111,656676,05/02/2006,Joaquin
1749,Piso,Alquiler,Tarragona,123,873546,02/02/2006,Joaquin
1750,Local,Venta,Girona,117,474084,21/07/2006,Luisa
1751,Parking,Alquiler,Girona,258,1758786,24/02/2006,Jesus
1752,Piso,Venta,Tarragona,116,803300,13/09/2006,Maria
1753,Casa,Alquiler,Tarragona,185,1129980,10/04/2006,Pedro
1754,Piso,Venta,Lleida,55,433235,23/03/2006,Carmen
1755,Casa,Venta,Barcelona,182,1305304,06/06/2006,Luisa
1756,Oficina,Alquiler,Lleida,85,613275,12/02/2006,Pedro
1757,Suelo,Alquiler,Tarragona,204,878424,23/07/2006,Carmen
1758,Parking,Alquiler,Lleida,47,403401,24/01/2006,Maria
1759,Casa,Venta,Tarragona,232,2133472,18/05/2006,Carmen
1760,Local,Alquiler,Barcelona,98,683844,21/01/2006,Joaquin
1761,Piso,Venta,Lleida,214,1689316,17/01/2006,Carmen
1762,Casa,Venta,Girona,191,1514057,20/09/2006,Luisa
1763,Local,Alquiler,Girona,78,678132,23/04/2006,Maria
1764,Piso,Alquiler,Barcelona,187,911064,24/02/2006,Maria
1765,Industrial,Alquiler,Barcelona,121,490897,27/09/2006,Maria
1766,Oficina,Venta,Barcelona,231,2299374,15/05/2006,Jesus
1767,Parking,Venta,Lleida,82,764240,15/01/2006,Pedro
1768,Suelo,Alquiler,Barcelona,79,409378,15/08/2006,Luisa
1769,Oficina,Venta,Tarragona,134,549668,10/08/2006,Pedro
1770,Piso,Venta,Barcelona,164,878712,21/01/2006,Maria
1771,Local,Alquiler,Tarragona,285,1779825,28/02/2006,Maria
1772,Industrial,Alquiler,Lleida,148,644688,22/05/2006,Jesus
1773,Casa,Venta,Barcelona,132,850476,20/05/2006,Jesus
1774,Casa,Venta,Lleida,193,1033515,30/12/2005,Pedro
1775,Local,Venta,Girona,53,446313,16/08/2006,Pedro
1776,Parking,Venta,Tarragona,229,2215117,01/08/2006,Jesus
1777,Local,Venta,Girona,279,1512738,08/07/2006,Luisa
1778,Local,Alquiler,Barcelona,204,1929228,14/05/2006,Pedro
1779,Suelo,Alquiler,Barcelona,68,613496,18/01/2006,Jesus
1780,Casa,Venta,Barcelona,180,979560,09/06/2006,Maria
1781,Casa,Venta,Barcelona,55,264385,27/07/2006,Joaquin
1782,Casa,Alquiler,Barcelona,258,1146552,26/07/2006,Luisa
1783,Piso,Venta,Lleida,300,1506300,24/04/2006,Pedro
1784,Parking,Alquiler,Girona,85,809115,25/05/2006,Maria
1785,Oficina,Venta,Tarragona,61,257725,27/02/2006,Jesus
1786,Casa,Venta,Lleida,82,359406,28/09/2006,Pedro
1787,Parking,Venta,Tarragona,299,2669472,10/06/2006,Joaquin
1788,Parking,Venta,Girona,85,658835,14/07/2006,Luisa
1789,Oficina,Alquiler,Girona,85,749275,05/01/2006,Maria
1790,Local,Venta,Girona,238,2184364,11/08/2006,Luisa
1791,Oficina,Alquiler,Girona,228,1747392,24/05/2006,Carmen
1792,Local,Venta,Barcelona,106,804540,02/10/2006,Pedro
1793,Casa,Alquiler,Barcelona,274,1753052,28/02/2006,Joaquin
1794,Local,Alquiler,Girona,118,970314,15/02/2006,Luisa
1795,Oficina,Venta,Barcelona,224,1420160,03/05/2006,Jesus
1796,Casa,Alquiler,Girona,208,1811680,31/05/2006,Jesus
1797,Suelo,Alquiler,Lleida,132,882420,06/10/2006,Carmen
1798,Local,Alquiler,Barcelona,211,1522998,02/06/2006,Luisa
1799,Oficina,Alquiler,Lleida,289,2249576,18/06/2006,Carmen
1800,Industrial,Venta,Lleida,160,1319520,02/08/2006,Jesus
1801,Piso,Venta,Tarragona,127,1204722,29/07/2006,Joaquin
1802,Oficina,Venta,Barcelona,158,909606,19/06/2006,Carmen
1803,Casa,Venta,Lleida,253,2378453,10/09/2006,Luisa
1804,Suelo,Venta,Barcelona,116,857936,23/01/2006,Luisa
1805,Suelo,Venta,Barcelona,242,1963104,19/07/2006,Pedro
1806,Industrial,Venta,Tarragona,264,1133352,02/02/2006,Pedro
1807,Local,Alquiler,Girona,211,1244056,01/09/2006,Maria
1808,Local,Venta,Lleida,129,735945,08/06/2006,Joaquin
1809,Local,Alquiler,Girona,151,1382707,07/05/2006,Maria
1810,Industrial,Venta,Barcelona,64,480384,15/05/2006,Carmen
1811,Oficina,Venta,Lleida,215,1473180,12/05/2006,Pedro
1812,Oficina,Venta,Barcelona,124,945624,22/05/2006,Joaquin
1813,Local,Alquiler,Girona,246,2010312,21/02/2006,Maria
1814,Local,Alquiler,Barcelona,56,346192,18/04/2006,Maria
1815,Local,Alquiler,Girona,72,686232,12/09/2006,Luisa
1816,Industrial,Venta,Tarragona,120,1050000,05/02/2006,Pedro
1817,Industrial,Venta,Girona,76,368676,29/09/2006,Luisa
1818,Local,Venta,Lleida,255,2063460,25/05/2006,Luisa
1819,Casa,Venta,Lleida,245,1605730,20/06/2006,Pedro
1820,Industrial,Venta,Lleida,122,497272,16/08/2006,Luisa
1821,Casa,Alquiler,Girona,207,1556226,21/06/2006,Carmen
1822,Casa,Venta,Girona,84,437640,09/02/2006,Maria
1823,Parking,Alquiler,Barcelona,271,2334123,02/08/2006,Joaquin
1824,Local,Alquiler,Lleida,257,2136184,18/04/2006,Jesus
1825,Piso,Venta,Girona,262,2390750,11/03/2006,Pedro
1826,Suelo,Venta,Barcelona,228,994536,27/03/2006,Joaquin
1827,Oficina,Venta,Girona,145,1169860,06/05/2006,Joaquin
1828,Local,Venta,Barcelona,214,1687604,22/01/2006,Luisa
1829,Industrial,Alquiler,Lleida,159,724563,27/08/2006,Jesus
1830,Oficina,Venta,Lleida,202,1867692,06/03/2006,Jesus
1831,Oficina,Venta,Tarragona,156,991224,30/05/2006,Carmen
1832,Piso,Alquiler,Lleida,211,1284568,26/08/2006,Carmen
1833,Piso,Alquiler,Lleida,71,388583,18/01/2006,Jesus
1834,Casa,Alquiler,Girona,157,1182053,09/04/2006,Joaquin
1835,Oficina,Venta,Tarragona,70,511840,20/03/2006,Maria
1836,Parking,Alquiler,Barcelona,133,745864,01/06/2006,Maria
1837,Parking,Alquiler,Lleida,46,237176,08/08/2006,Maria
1838,Suelo,Alquiler,Tarragona,214,1642664,29/08/2006,Luisa
1839,Casa,Alquiler,Girona,258,2475510,28/06/2006,Jesus
1840,Suelo,Alquiler,Barcelona,276,1544496,12/05/2006,Carmen
1841,Local,Alquiler,Tarragona,49,452417,19/06/2006,Luisa
1842,Industrial,Venta,Lleida,254,2299208,05/09/2006,Pedro
1843,Industrial,Alquiler,Tarragona,98,955500,10/07/2006,Luisa
1844,Parking,Alquiler,Tarragona,107,658157,16/03/2006,Pedro
1845,Suelo,Alquiler,Tarragona,158,938836,05/09/2006,Jesus
1846,Local,Alquiler,Lleida,205,1597360,15/10/2006,Carmen
1847,Oficina,Alquiler,Tarragona,182,1499134,07/09/2006,Joaquin
1848,Oficina,Venta,Girona,266,1327606,02/05/2006,Maria
1849,Casa,Venta,Girona,160,781120,10/04/2006,Pedro
1850,Parking,Alquiler,Barcelona,218,991900,28/05/2006,Jesus
1851,Parking,Venta,Tarragona,162,957582,24/03/2006,Joaquin
1852,Piso,Alquiler,Girona,164,1421060,28/10/2006,Luisa
1853,Industrial,Alquiler,Barcelona,224,1422624,12/03/2006,Luisa
1854,Suelo,Venta,Barcelona,249,1878954,28/10/2006,Luisa
1855,Casa,Venta,Girona,160,1263040,08/02/2006,Jesus
1856,Casa,Venta,Girona,284,2467960,25/04/2006,Pedro
1857,Local,Venta,Lleida,254,2394204,19/08/2006,Maria
1858,Parking,Alquiler,Lleida,103,536733,28/10/2006,Maria
1859,Casa,Alquiler,Girona,216,1883088,18/10/2006,Pedro
1860,Oficina,Alquiler,Girona,213,2083779,23/04/2006,Maria
1861,Suelo,Venta,Lleida,228,1944840,10/10/2006,Maria
1862,Parking,Venta,Barcelona,249,2221329,12/05/2006,Pedro
1863,Suelo,Venta,Tarragona,82,417872,23/03/2006,Luisa
1864,Oficina,Alquiler,Girona,67,304113,29/06/2006,Joaquin
1865,Casa,Venta,Lleida,71,299407,05/04/2006,Maria
1866,Suelo,Venta,Lleida,70,540890,12/06/2006,Jesus
1867,Parking,Venta,Tarragona,111,514596,27/05/2006,Luisa
1868,Suelo,Venta,Girona,69,667299,25/10/2006,Luisa
1869,Piso,Venta,Girona,259,1074332,09/02/2006,Joaquin
1870,Suelo,Venta,Girona,191,1895293,21/07/2006,Maria
1871,Oficina,Venta,Girona,119,523481,29/10/2006,Luisa
1872,Industrial,Alquiler,Girona,233,1644747,05/05/2006,Carmen
1873,Parking,Alquiler,Tarragona,122,1162172,26/02/2006,Luisa
1874,Piso,Venta,Lleida,128,706560,16/04/2006,Carmen
1875,Oficina,Venta,Lleida,93,589155,22/04/2006,Carmen
1876,Local,Alquiler,Lleida,191,1370998,07/09/2006,Joaquin
1877,Oficina,Venta,Tarragona,171,1093887,09/04/2006,Pedro
1878,Local,Venta,Girona,170,974610,18/08/2006,Maria
1879,Piso,Venta,Tarragona,59,265913,13/05/2006,Luisa
1880,Oficina,Alquiler,Girona,153,912798,31/05/2006,Jesus
1881,Piso,Alquiler,Tarragona,157,1174203,09/04/2006,Pedro
1882,Suelo,Alquiler,Lleida,186,1713990,28/08/2006,Maria
1883,Parking,Alquiler,Girona,156,1508988,18/09/2006,Jesus
1884,Local,Alquiler,Barcelona,246,2216214,17/04/2006,Maria
1885,Suelo,Venta,Tarragona,225,1300500,24/07/2006,Carmen
1886,Oficina,Alquiler,Girona,273,2333058,05/03/2006,Joaquin
1887,Parking,Venta,Barcelona,156,692484,19/02/2006,Pedro
1888,Suelo,Venta,Tarragona,68,392972,27/07/2006,Pedro
1889,Piso,Alquiler,Lleida,74,341584,16/04/2006,Luisa
1890,Oficina,Venta,Tarragona,251,2070750,03/09/2006,Carmen
1891,Local,Alquiler,Barcelona,89,499735,19/08/2006,Maria
1892,Industrial,Venta,Tarragona,154,1380764,04/05/2006,Carmen
1893,Oficina,Alquiler,Barcelona,70,526680,17/02/2006,Joaquin
1894,Parking,Venta,Girona,46,426880,16/05/2006,Luisa
1895,Suelo,Venta,Lleida,280,1720320,05/04/2006,Maria
1896,Oficina,Venta,Lleida,191,804683,14/02/2006,Maria
1897,Oficina,Alquiler,Barcelona,62,421290,21/05/2006,Joaquin
1898,Suelo,Alquiler,Lleida,163,1179957,06/06/2006,Maria
1899,Industrial,Alquiler,Barcelona,114,878940,18/10/2006,Luisa
1900,Local,Venta,Tarragona,277,1116587,01/10/2006,Carmen
1901,Piso,Alquiler,Tarragona,161,917378,04/05/2006,Carmen
1902,Casa,Alquiler,Lleida,65,431275,16/08/2006,Luisa
1903,Parking,Venta,Barcelona,145,1213505,05/11/2006,Pedro
1904,Oficina,Venta,Tarragona,220,1601600,05/05/2006,Luisa
1905,Local,Alquiler,Lleida,87,756900,26/05/2006,Carmen
1906,Local,Alquiler,Tarragona,90,416430,01/11/2006,Jesus
1907,Suelo,Venta,Tarragona,106,501380,16/10/2006,Jesus
1908,Parking,Venta,Lleida,51,472668,04/04/2006,Maria
1909,Parking,Alquiler,Tarragona,119,508606,17/08/2006,Carmen
1910,Suelo,Alquiler,Tarragona,185,1179190,14/03/2006,Luisa
1911,Casa,Alquiler,Barcelona,113,1059827,21/10/2006,Joaquin
1912,Industrial,Venta,Girona,95,783370,04/09/2006,Jesus
1913,Industrial,Alquiler,Tarragona,287,1926344,18/06/2006,Maria
1914,Local,Alquiler,Lleida,161,914641,11/04/2006,Joaquin
1915,Industrial,Alquiler,Lleida,177,1736901,24/10/2006,Maria
1916,Oficina,Venta,Lleida,263,2323868,25/05/2006,Pedro
1917,Local,Venta,Tarragona,58,426010,09/03/2006,Joaquin
1918,Parking,Venta,Girona,45,301815,19/10/2006,Joaquin
1919,Oficina,Alquiler,Tarragona,44,363968,02/09/2006,Carmen
1920,Suelo,Venta,Girona,243,2347137,19/07/2006,Maria
1921,Oficina,Venta,Girona,87,655893,09/03/2006,Jesus
1922,Casa,Venta,Tarragona,223,1360523,02/03/2006,Jesus
1923,Suelo,Alquiler,Tarragona,287,1276289,19/04/2006,Maria
1924,Parking,Alquiler,Tarragona,295,2613405,23/11/2006,Carmen
1925,Industrial,Alquiler,Barcelona,276,1817736,14/09/2006,Joaquin
1926,Suelo,Alquiler,Girona,103,557127,08/05/2006,Carmen
1927,Parking,Alquiler,Girona,46,187680,13/11/2006,Luisa
1928,Piso,Alquiler,Tarragona,179,1674903,30/04/2006,Jesus
1929,Piso,Alquiler,Girona,96,854496,28/03/2006,Pedro
1930,Industrial,Alquiler,Tarragona,276,1539252,20/09/2006,Pedro
1931,Casa,Alquiler,Tarragona,288,1228320,23/09/2006,Jesus
1932,Local,Venta,Girona,88,795696,24/05/2006,Maria
1933,Industrial,Alquiler,Barcelona,180,1688040,07/07/2006,Luisa
1934,Industrial,Alquiler,Tarragona,105,1021230,17/09/2006,Carmen
1935,Industrial,Alquiler,Tarragona,80,405280,29/03/2006,Carmen
1936,Piso,Venta,Barcelona,249,1780350,14/03/2006,Luisa
1937,Suelo,Venta,Girona,188,1265992,21/10/2006,Luisa
1938,Local,Venta,Tarragona,154,783860,10/05/2006,Carmen
1939,Industrial,Alquiler,Girona,137,693631,21/07/2006,Carmen
1940,Industrial,Venta,Girona,102,941154,11/08/2006,Pedro
1941,Casa,Venta,Lleida,172,1701080,06/10/2006,Maria
1942,Oficina,Alquiler,Girona,113,747947,09/06/2006,Pedro
1943,Oficina,Venta,Lleida,289,1406563,10/08/2006,Jesus
1944,Local,Alquiler,Girona,210,1527120,17/06/2006,Jesus
1945,Local,Venta,Lleida,264,1545720,09/06/2006,Luisa
1946,Piso,Alquiler,Barcelona,264,2147112,10/05/2006,Joaquin
1947,Piso,Alquiler,Lleida,176,1189936,12/08/2006,Carmen
1948,Casa,Alquiler,Barcelona,176,1685904,29/07/2006,Pedro
1949,Piso,Venta,Barcelona,85,693515,31/03/2006,Luisa
1950,Industrial,Venta,Barcelona,67,324213,10/04/2006,Luisa
1951,Industrial,Alquiler,Girona,162,753786,26/09/2006,Jesus
1952,Casa,Alquiler,Lleida,162,1341684,09/11/2006,Maria
1953,Parking,Alquiler,Girona,250,2103000,13/09/2006,Jesus
1954,Industrial,Venta,Lleida,264,1346136,25/10/2006,Joaquin
1955,Casa,Venta,Barcelona,150,753900,30/03/2006,Maria
1956,Industrial,Venta,Girona,202,1028382,07/05/2006,Pedro
1957,Oficina,Alquiler,Barcelona,293,2868470,18/03/2006,Luisa
1958,Parking,Alquiler,Lleida,296,1536832,22/08/2006,Joaquin
1959,Casa,Venta,Tarragona,203,1002211,04/10/2006,Maria
1960,Industrial,Venta,Tarragona,287,2446962,10/11/2006,Maria
1961,Suelo,Venta,Barcelona,171,807120,21/11/2006,Pedro
1962,Suelo,Venta,Barcelona,238,2203166,01/05/2006,Carmen
1963,Oficina,Alquiler,Tarragona,117,536679,19/07/2006,Joaquin
1964,Piso,Venta,Girona,116,804344,29/04/2006,Maria
1965,Parking,Alquiler,Lleida,57,293949,06/11/2006,Pedro
1966,Local,Venta,Barcelona,66,270996,04/07/2006,Luisa
1967,Casa,Venta,Lleida,216,2046384,03/07/2006,Pedro
1968,Local,Venta,Lleida,218,1732446,05/10/2006,Jesus
1969,Piso,Venta,Barcelona,259,1842785,19/07/2006,Maria
1970,Casa,Venta,Barcelona,106,856692,12/06/2006,Maria
1971,Oficina,Alquiler,Girona,135,857925,25/06/2006,Joaquin
1972,Casa,Alquiler,Tarragona,154,814968,26/11/2006,Maria
1973,Parking,Venta,Girona,67,490507,01/04/2006,Maria
1974,Parking,Alquiler,Girona,57,387828,25/03/2006,Luisa
1975,Suelo,Alquiler,Barcelona,147,907137,19/06/2006,Jesus
1976,Local,Venta,Barcelona,165,1393095,15/12/2006,Carmen
1977,Local,Alquiler,Tarragona,207,1395387,18/05/2006,Luisa
1978,Casa,Venta,Tarragona,162,696762,06/07/2006,Pedro
1979,Industrial,Alquiler,Barcelona,238,2136288,01/09/2006,Maria
1980,Local,Venta,Lleida,281,2671748,18/12/2006,Carmen
1981,Local,Alquiler,Girona,49,425565,06/05/2006,Joaquin
1982,Piso,Venta,Barcelona,248,1036392,03/12/2006,Luisa
1983,Suelo,Alquiler,Barcelona,243,2390634,26/06/2006,Luisa
1984,Oficina,Venta,Tarragona,110,701250,11/11/2006,Luisa
1985,Piso,Venta,Tarragona,289,2789428,29/04/2006,Pedro
1986,Oficina,Alquiler,Barcelona,190,940500,11/12/2006,Joaquin
1987,Parking,Alquiler,Girona,139,875978,04/05/2006,Jesus
1988,Industrial,Alquiler,Girona,210,1770930,20/04/2006,Maria
1989,Casa,Venta,Barcelona,276,2548584,13/10/2006,Jesus
1990,Suelo,Alquiler,Tarragona,203,2021880,29/04/2006,Joaquin
1991,Oficina,Venta,Tarragona,274,2456958,03/10/2006,Jesus
1992,Industrial,Venta,Lleida,116,984144,04/06/2006,Luisa
1993,Local,Venta,Girona,299,2110342,13/04/2006,Jesus
1994,Casa,Venta,Girona,86,651192,23/04/2006,Luisa
1995,Local,Alquiler,Barcelona,267,2263626,04/07/2006,Pedro
1996,Industrial,Venta,Tarragona,178,1642584,18/12/2006,Luisa
1997,Casa,Venta,Tarragona,206,1058840,02/04/2006,Jesus
1998,Local,Venta,Tarragona,264,2303928,17/04/2006,Luisa
1999,Piso,Venta,Tarragona,243,1693710,23/05/2006,Pedro
2000,Oficina,Venta,Tarragona,96,456672,01/07/2006,Pedro
2001,Suelo,Venta,Barcelona,265,1348055,19/07/2006,Joaquin
2002,Casa,Venta,Barcelona,283,1653852,28/08/2006,Maria
2003,Piso,Alquiler,Tarragona,300,1432500,21/06/2006,Maria
2004,Oficina,Alquiler,Barcelona,56,296856,06/06/2006,Maria
2005,Industrial,Alquiler,Lleida,142,629628,20/04/2006,Luisa
2006,Parking,Venta,Girona,272,1774528,21/06/2006,Jesus
2007,Oficina,Alquiler,Barcelona,54,402462,06/10/2006,Pedro
2008,Casa,Alquiler,Barcelona,221,1401361,30/03/2006,Jesus
2009,Parking,Alquiler,Tarragona,137,927627,05/12/2006,Pedro
2010,Piso,Venta,Barcelona,158,1040746,25/09/2006,Luisa
2011,Oficina,Venta,Lleida,259,1555813,17/09/2006,Carmen
2012,Piso,Venta,Tarragona,94,924866,23/12/2006,Jesus
